0,id,tweet,subtask_a,subtask_b,subtask_c
0,30820,"""@USER Those are old photos and in no way represent antifa"""". It's a small group of delusional people who call themselves Antideutsch (""""Anti-German"""") who have tried to co-opt the anti-fascist movement and claim that anyone who is not anti-German and pro-Israel is antisemitic and racist.""""""",NOT,NULL,NULL
0,82925,@USER I love you bitchhh I aint never gonna stop loving you.... bitchhhhhh,OFF,TIN,IND
0,70858,@USER @USER She is known to be sneaky😡,NOT,NULL,NULL
0,55295,@USER @USER @USER @USER @USER @USER A popular vote would be terrible! We would become a Democracy!,NOT,NULL,NULL
0,70917,@USER @USER @USER Oh please EVERY network is reporting this. This is bullshit obviously but stop pretending it's just fox. Your political bigotry is showing.,OFF,TIN,OTH
0,44210,The “Law and Order” president really hates law enforcement! Lol #MAGA URL,OFF,TIN,IND
0,81865,@USER @USER No longer believe a single word that the despicable woman (@USER utters - A liability to our nation and @USER,NOT,NULL,NULL
0,80516,@USER Nobody is addressing the cow in the room. Not even when Florence is still doing her thing. It's like after a mass shooting and it's the wrong time to talk about gun control. @USER,OFF,TIN,IND
0,64051,@USER Apparently she was a diva when she was with heathers and I think she might’ve gotten fired for it? And she said something like 2 years ago that people took as being trans or homophobic I don’t remember,NOT,NULL,NULL
0,31240,@USER Judge Roy Moore will masterbate to this story.  #MAGA,OFF,TIN,IND
0,50121,@USER idk u too well but that must be a fuckin delicious corn chip that someone misses dearly,OFF,UNT,NULL
0,68552,@USER but if you go on a date first..and then have sex...it’s the best of both worlds. and the sex is better.,OFF,UNT,NULL
0,75090,@USER It's scary stuff to see how dedicated you are to preventing people's access to resources during a crisis.,OFF,TIN,IND
0,77710,@USER Almost forgot you was a nigga in ya past life lmao,OFF,TIN,IND
0,15788,@USER there is a point where even liberals must question motives,NOT,NULL,NULL
0,71821,@USER @USER @USER The fact that you equate smoking reefer with sexual assault tells me everything I need to know about you. You MAGA-bot-types are completely at sea when it comes to basic human decency. Like your president.,OFF,TIN,GRP
0,23159,@USER Ouch!,OFF,UNT,NULL
0,40498,@USER He's another one of the puke pool!! It's getting pretty full I can tell you that for sure!!!,OFF,TIN,IND
0,31723,@USER California? How? Gun control laws should of prevented this,OFF,TIN,OTH
0,76436,@USER He is too lazy. Just slouches over and waits for the defender to come to him. Bum,OFF,TIN,IND
0,25369,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Bill Clinton 90s Gun Control law which banned Assault Weapons was effective public safety policy which the NRA worked to undo it during the Bush years. Clintons are profiles in courage to take on GOP &amp; beat the NRA. Weak NRA Bernie voted 5x for NRA.,NOT,NULL,NULL
0,93778,@USER You are an absolute dick 😡,OFF,TIN,IND
0,88488,@USER wow @USER you are so cute,OFF,UNT,NULL
0,42118,#LindaSarsour is #FakeFeminist she's pushing #ShariaLaw and #AntiSemetic and #Liberals are buying it she was born in Brooklyn to #Palestinian parent's whom are #AntiSemetic and #AntiAmerican proves that leopard can't change it's spots.  #PcLiberal #WakeUP URL,OFF,TIN,IND
0,88729,@USER @USER @USER Character assassination and intimidation are two of the favorite weapons Liberals use against those who do not agree with them. Some(like Ms Waters) promote violence &amp; support Antifa ( who has actually stated they want to kill Trump and his supporters). Skeptical ?.lol @USER,OFF,TIN,IND
0,99667,@USER @USER Mueller was told he either would co-operate or go to prison for life or be executed...it is all coming out. #MAGA #DrainTheDeepState #ConfirmKavanaugh #TraitorsAll,OFF,TIN,IND
0,28684,@USER If you are looking for hard heads you only have to look at the Republican Congress,OFF,TIN,OTH
0,93328,@USER Odd how conservatives keep getting exposed of being child fuckers.   Thats why they're against abortion. More victims,OFF,TIN,GRP
0,37263,@USER Again she is the GOAT at HER SPORT but of all athletes ever? Absolutely not,OFF,TIN,IND
0,78479,*Finally at my sister's apartaments* Instant reminder that she is ungrateful brat and i'm much more happy without seeing her,OFF,TIN,IND
0,10164,@USER @USER I think he’s talking about the illegal immigrants and their drugs of society. Mostly liberals are the people funding the drug importation to this country.,NOT,NULL,NULL
0,47001,@USER she is hungery,OFF,UNT,NULL
0,71133,@USER You are welcome. 👍,NOT,NULL,NULL
0,47037,@USER Censorship,NOT,NULL,NULL
0,71880,@USER @USER Hope he is able to stay in the league,NOT,NULL,NULL
0,56689,@USER @USER @USER I know who she is but I've never seen her watch a Benfica games this takes shit to a new level,OFF,TIN,IND
0,34204,@USER @USER your disrespect for those that make real sacrifices to defend our freedom is appalling.  @USER is a punk.,OFF,TIN,IND
0,86813,@USER Everyone will be dead by 2020,NOT,NULL,NULL
0,50301,16 grade school children shot dead in Washington with 9mm Beretta. The NRA blames gun control laws.,NOT,NULL,NULL
0,43083,.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. #MAGA URL,OFF,TIN,IND
0,72873,19 professors and students murdered in Connecticut with .223 Bushmaster XM15-E2S rifle. The NRA blames gun control laws.,OFF,TIN,GRP
0,92852,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I’m not sure where I’m a fan of yet but i know I definitely suck hahaha,OFF,UNT,NULL
0,95545,@USER She is also The Rocks wife,NOT,NULL,NULL
0,73118,@USER @USER @USER @USER @USER I did not admit anything! Read my Tweet again please! English is my 3rd language but I am rather good at it! Antifa are the Nazis! They can name them self the Messiah they would still be thugs fighting against freedom and free speach! BTW free speach is not hate speach. Man up!,OFF,TIN,GRP
0,26387,@USER Doubt he is losing much sleep over it. The guy has been a busted flush for 30 years,OFF,UNT,NULL
0,54062,@USER She is a drama queen she pulled the feel sorry for me card too because she is now a  ‘working’ mom...give me a break,OFF,TIN,IND
0,93983,@USER @USER Just imagine if Dr Ford was a member of a minority. Antifa would be firebombing the Judge’s residence. #IDENTYPOLITICS,OFF,TIN,IND
0,64203,@USER Oh what a tangled web we weave when first we practice to deceive.! Give it up Serena you are looking silly now.,OFF,TIN,IND
0,46591,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And Trump fans are bullies!!! Antifa ?? Steve Scalise ??  Resists Movement ??  You need to get off CNN and MSNBC,OFF,TIN,GRP
0,46191,@USER @USER How does that make him the best in the country though? There was nothing special about the throw. How does that make me butt hurt ?,OFF,TIN,GRP
0,94142,@USER @USER Liberals mock President Trumps skin color and decapitated his likeness. They also threaten his family. Even Baron.,OFF,TIN,GRP
0,59102,@USER I hope it shows how to plug a bullet hole? People are getting fed up with mommy warriors and bad things are going to happen to Antifa soon if they are not reigned in,OFF,TIN,OTH
0,66023,@USER @USER @USER @USER @USER So your in favor of gun control because that’s what Switzerland has? Am I correct in saying that?,OFF,TIN,GRP
0,66631,@USER But I thought Antifa were actually fascists but this shows Rethuglicans are the actual fascists in the room.,OFF,TIN,GRP
0,72124,@USER Where is the gun control crowd now that illegal immigrants are waltzing into our country heavily armed,OFF,TIN,GRP
0,40381,@USER Its clear you wouldn't listen anyways since you are more interested in arguing over the non existent racism of that tweet rather than calling out the ignorant white girl on display,OFF,TIN,GRP
0,54490,@USER @USER @USER @USER I never said no one died in Sa Juan..I said she is only in charge of one town out of 78...don’t get me wrong many people to blame...in the case of Ricardo Rosello he is terrified of Trump and wants to please him at all cause.  Im sure Roselló and trump knew the count was higher,NOT,NULL,NULL
0,88415,@USER Frankly I hate that argument. Gun control. Healthcare. Student loans. Tax policy. Climate change. Social Security. Medicare. Even car emissions and mileage. There is a clear difference on each and every policy.,OFF,UNT,NULL
0,93476,@USER If you are not sure then l will block all these useless tweets. OK ?,OFF,TIN,IND
0,55248,"""WHY ... it's their trail of corruption ... and they have so much of it going on, and at all times, they don't want any slips"""" ... don't want American people to know who they really are AND WHAT THEY'VE BEEN UP TO ... #MAGA URL""",OFF,TIN,GRP
0,40131,@USER @USER Bloodsport who can forget the monologue by jackson describing this big monster. and to think he is in his 60's now,OFF,TIN,IND
0,43133,@USER @USER Unfortunately in America a system like that would be called racist. Liberals believe exams are racist against minority groups.,NOT,NULL,NULL
0,79681,@USER Everyone there knows that during any negotiation the first thing u do is send pallets of cash.,NOT,NULL,NULL
0,59639,@USER @USER Hope you're right about that last part. But I've learned it's pointless to underestimate the stupidity of TX conservatives.,OFF,TIN,GRP
0,81179,@USER Omfg... 😂,OFF,TIN,GRP
0,23969,@USER This girl lied about her upbringing and every time she opens her mouth it shows how foolish she is. Yet she is still a superstar for the left,OFF,TIN,IND
0,85764,@USER @USER @USER i told u that wont work.  there will be another CCP. if the GOP collapses and becomes a rump party the liberals will grow until the democratic party splits in the middle into conservative tendency democrats and liberal tendency democrats.,NOT,NULL,NULL
0,46026,@USER @USER @USER I know a man who went to prison at 18 for killing a cow. (He took the hind quarter home) He was given 5yr. He is over 50. Why should he not be able to vote. Don't talk pardon. They are seldom given.,NOT,NULL,NULL
0,76693,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa is a terrorist organization not a lawful protest. Trump needs to declare Martial Law and Shut Em Down proper.,NOT,NULL,NULL
0,69004,@USER @USER (She is clearly agitated in a defensive stance) Shit- what is she doing here,OFF,TIN,IND
0,65862,@USER @USER you are totally disgraceful with you name calling....disgusting,OFF,TIN,IND
0,95589,@USER I honestly hope games get to the point where our Consciousness gets ported to the game world itself.  Just imagine the worlds of the Elder Scrolls and Fallout like that where you are truly that character now and not just someone looking at screen.,NOT,NULL,NULL
0,22481,@USER Gun control kills 3 more people.,OFF,TIN,GRP
0,89484,@USER @USER @USER He's one of those types who has no time (he's a senior partner at a law firm). The issues don't prevent him from driving the vehicle. They're simply annoying. But I do believe that he is taking the car in next month.,NOT,NULL,NULL
0,20253,@USER you are a sorry excuse of a rep - I hope that your district votes accordingly-you need to go!  Your nose is so brown it will never be clean! URL,OFF,TIN,IND
0,57421,@USER He is NOT QUALIFIED.,OFF,TIN,IND
0,30255,@USER BETO A DANGEROUS MAN!  I TOLD YOU A HIT AND RUN DRIVER WOULD STAND UP FOR YOU AND ME! ITS LIKE HE HIT US WITH ILLEGALS NOW WANTS TO RUN!  HELL NO!,NOT,NULL,NULL
0,48221,"""@USER But Sis Paul McCartney loves Venezuela's dictator, Iran's leader, Syrian president,"""" Putin and other leaders who rule with terror.  He only has bad things to say about our beloved President Donald J. Trump!  Go figure? @USER @USER @USER""",OFF,TIN,IND
0,57325,@USER This is Gun Control!,OFF,UNT,NULL
0,44840,@USER Clearly that man must have been blind.  But thanks for being not only a beautiful woman on the outside but being a kick ass one on the inside as well.  I know there are many woman applauding your post along with me.,NOT,NULL,NULL
0,48228,@USER @USER @USER @USER @USER We handed our nationalised industries over to be run for profit by the nationalised industries of other countries.  Smart.,NOT,NULL,NULL
0,27341,@USER @USER @USER @USER So inspiring to see so many people playing!,NOT,NULL,NULL
0,83819,@USER @USER @USER You two are nothing but attention seeking whores. Start talking about real issues such as racial injustice sensible gun control prison reform and other issues that important,OFF,TIN,IND
0,46270,@USER @USER The fake and bake twins!,NOT,NULL,NULL
0,33307,@USER @USER Gun control is hitting the target where you intended to hit it.   Since Democrats want to infringe on everyone else's gun rights. I'm ok with just banning them from Dems. URL,NOT,NULL,NULL
0,34961,@USER @USER @USER @USER @USER @USER @USER @USER Trash,NOT,NULL,NULL
0,12779,@USER He is contacting his followers,NOT,NULL,NULL
0,11046,@USER @USER Corey Booker try to finger blast my ass as a teenager. #MAGA #WalkAway URL,OFF,TIN,IND
0,35085,@USER @USER There is NO PROOF HE DIDN'T but you ASSume he is innocent in the very same way... If you support trump....BAAAAAAAA yourself.,NOT,NULL,NULL
0,20076,@USER She is a war criminal. By the Nuremberg standard Clinton and every other SoS and Pres should be behind bars.,NOT,NULL,NULL
0,84287,@USER Climbs up the charts in Christian Music...only to wither as a fig on a tree as a false prophet. That is @USER,OFF,TIN,IND
0,35995,How does this #MAGA...?!? Is this our tax dollars at work...?!? URL,OFF,UNT,NULL
0,58318,@USER Bite your vicious tongue!!,OFF,TIN,IND
0,85632,@USER And she knows because the witch was there?  Another fake/lie about the President...If you hate America leave ASAP!!!!,NOT,NULL,NULL
0,91180,@USER @USER @USER And your entire argument ignores th fact that gun control affects law abiding citizens way more that it does criminals. You think they care about background checks? Restrictions? Etc? No. That’s why we call them criminals.,NOT,NULL,NULL
0,62557,"""@USER @USER @USER @USER @USER At least we have brains to fall out"""" in the first place; unlike conservatives who believe everything their handlers feed them.""""""",OFF,TIN,GRP
0,26865,@USER @USER is paid to attack the credibility of anyone who criticizes or accuses Trump of wrong doing. He is a paid political hitman disguised as a journalist. He is a hack!,OFF,TIN,IND
0,13594,@USER Did you hear that @USER had a game taken away from her because she called an official a theif after he took a point and he only took a game away from her because she is a woman and he'd never have done that to a man? Would love to hear your thoughts on this,NOT,NULL,NULL
0,73314,@USER You have to preorder dear she is a preorder bonus in the game,NOT,NULL,NULL
0,94345,"""@USER how does what I'm saying relate to gun control. if police departments will not prosecute their own family"""" then it's time to limit their access to all weapons. A police department reluctant to acknowledge their own wrong doings and correct them dont deserve access to weapons.""""""",OFF,TIN,OTH
0,92353,@USER @USER You are a nut,NOT,NULL,NULL
0,18519,@USER @USER There are plenty of sane centrist democrat citizens but far leftist politicians &amp; Antifa weirdos? No thanks.,OFF,TIN,GRP
0,71504,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I met Mark. And he is amazing. He is just as sassy in real life as in the show.,OFF,TIN,IND
0,19032,@USER @USER She is only saying that because she wants to win.  Don’t vote for this fraud.,NOT,NULL,NULL
0,31933,#PATHETIC #LOSER Only Utah would allow this 2 happen. #WakeUpAMERICA Utah SLC judges liberals  @USER @USER  So sorry #ElizabethSmart ❤ URL,NOT,NULL,NULL
0,19694,@USER @USER @USER I agree.   There are obese people trying to change the way they are.  Good luck to them.  Not lazy. Tess_Holliday is doing the opposite.  She is actively promoting that its good and beautiful to be obese.  Its not.  And its down to being lazy and greedy.  Simple science,OFF,TIN,IND
0,66723,@USER @USER How many liberals will believe Hillary's explanation?  She was the one who worked with Russia on Uranium One plus other questionable activities that should be investigated.,NOT,NULL,NULL
0,15188,#workout When you have a fat belly then you are insulin resistant and can fix it with out medications by fasting... details are here URL URL,NOT,NULL,NULL
0,28509,@USER Sessions is not doing his job! He is a deep state RINO just like you!,OFF,TIN,IND
0,70658,@USER @USER Because the party of violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about is so great &amp; honest. Good ole Keith Ellison the women beater can tell you that.,OFF,TIN,OTH
0,71869,@USER @USER .@USER you want publicity? Try doing a video apologizing to your fans for kissing trump’s a$$ while burning that maga hat. Puhlease you were just apologizing to drake &amp; posting video of your daughter singing the Kiki song. So stop it. Nobody’s buying this album either URL,OFF,TIN,IND
0,90540,So since Dems want stand on a soapbox over Kavanaugh exactly when  will you be addressing the sexual slush fund covering your backsides #MAGA,OFF,TIN,OTH
0,17769,@USER Let me guess they are a victim of circumstances. But heaven forbid if they got shot for robbing the place all you moron liberals would be screaming gun control. How about kid control or upbringing control of self control.,OFF,TIN,IND
0,16191,@USER @USER @USER @USER shitt on Pitt - perfect for wiping the seat! URL,OFF,TIN,IND
0,46699,@USER @USER @USER @USER @USER @USER Lol you are being mean.,OFF,TIN,IND
0,10621,@USER @USER I’m not a muppet. I’m a 6’2” 215 lbs voter who is of Puerto Rican decent that doesnt take BS from white liberals like you.,OFF,TIN,GRP
0,81553,"""@USER Gun control measures?  As in Fast and Furious"""", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?""""""",OFF,TIN,GRP
0,30029,6 people shot and killed in Bakersfield and the liberals want to tweet about Gun Control.  Chicago calls 6 people shot and killed a lunch break yet nobody tweets a word.  You can’t have it both ways.  Legal guns ownership vs illegal gun ownership. What’s the real solution?,NOT,NULL,NULL
0,22797,@USER @USER Holy shit pt 2,OFF,UNT,NULL
0,97204,"""@USER @USER That isn't at all plausible. Tories and Labour have access to that building. More Tories have a problem with her than Labour and there are more Tories. It could have been a leftist"""" but there are more Tory suspects. You are pretty abusive for someone arguing the left are abusive""""""",OFF,TIN,IND
0,59585,@USER Lmao good one ! Now listen up Sparky your wife is a disease she is a bought and paid for evil  soulless  propaganda arm for child murderers and Russian agents. So stick with your cutsie  tweets but I'd prepare for a long prison sentence if i were you.,OFF,TIN,IND
0,29954,@USER He is speaking to the best of the best  With utter disrespect ~   Our law enforcement Ice Agents  all first responders  Low middle and high class of all races and religions   DISAGREE Mr #CreepyJoeBiden  GRAVY TRAIN IS OVER PUNK!  #JoeDontTouchSoMuch Biden dirty hand joe,OFF,TIN,IND
0,45266,@USER @USER True but the constant talk from the left about common sense gun control every time and yet not one valid proposal,OFF,UNT,NULL
0,10009,@USER @USER @USER @USER Did you attend Governor Abbott’s meetings on solving gun problems in school?? I guess not! I did! There were excellent discussions on using guns to protect &amp; defend! What’s your point? You stand for gun control &amp; 90% of Real Texans will not have their guns taken away!!,OFF,TIN,IND
0,28529,@USER Still remember this show... sucks man 😞,OFF,UNT,NULL
0,41958,@USER It’s so sad where we are in America now Liberals should be against this kind of McCarthyism  All u have to do us accuse Yet there was a Chinese spy in a dem office for 20 years n the media just shrugs,NOT,NULL,NULL
0,65112,@USER YOU ARE CUTER THA ME SHHHH,OFF,TIN,IND
0,19648,@USER Yes you are stalking. That's what a weirdo would do. If my tweets over video games hurt your feelings then go ahead and block me. Lol,OFF,TIN,IND
0,77139,@USER I do but it can be done with out looking like a nazi bigot. We have to stay true to the people and change the minds of the left.. I know you aren’t a bigot I followed you for a reason and it’s because you post stuff that I like this one time I feel you are feeding the left the,OFF,TIN,IND
0,91741,@USER I want to fight one of you for real you are taking the piss URL,OFF,TIN,IND
0,50919,@USER Hey Ladies watch you on Saturday nights with Jesse keep up the good work and your right about Jon Voight he is a Gods man and bless his heart for standing up for the President mean evil people out their who are mad and Dangerous we all want hope and Change for America,OFF,TIN,GRP
0,98387,@USER Conservatives; the trailer trash party of Canada.,OFF,TIN,GRP
0,10088,@USER Are you not surprised to know that liberals sacrifice their own children on the altar of virtue signaling?,NOT,NULL,NULL
