0,id,tweet,subtask_a,subtask_b,subtask_c
0,83770,"""@USER Back in my days the boys weren't drunk but they scream PATTY-RAID"""" and we girls would scream and giggle and never thought they were going to kill us. Hooker Harris needs to examine her own closet.""""""",NOT,NULL,NULL
0,61901,@USER @USER @USER @USER @USER Amazing how they can consistently manage to piss off both progressives and conservatives by being so arrogantly misguided--often in same segments.,OFF,TIN,GRP
0,15345,"""#stcshooting To the kneejerk people crying for gun control"""" after this shooting. We already HAVE very restrictive gun control. You just want a ban. It's a pity no one has politely explained to these criminals that they are supposed to obey the law.""""""",OFF,TIN,GRP
0,23116,@USER @USER Gun control isn't about public safety...it's about hating 'rednecks' and social engineering.,OFF,TIN,GRP
0,83810,@USER @USER @USER Yes but it doesnt help with the made up stories about him. He shouldn't of called football players SOB. but he is right about illegal immigration. We can't support the entire nation. Rules needs to change.,OFF,TIN,GRP
0,35990,@USER @USER Wasn’t this clown running guns?,NOT,NULL,NULL
0,31105,"""@USER The only line I can think of is if he supported gun control, and even then it'd probably have to be a big gun control thing and not just a maybe do more background checks"""" proposal. But he'd never do that.""""""",NOT,NULL,NULL
0,21229,just saw a group of freshmen wearing maga bucket hats 🤢🤢🤢🤢🤢🤢🤢 i hate this school,OFF,TIN,GRP
0,73062,@USER I do not support Trump. He is an abomination!,OFF,TIN,IND
0,84281,@USER Can we all agree to pray for big dumb mike to keel over of a heart attack. he looks ripe.,OFF,TIN,IND
0,41247,@USER @USER @USER Why? Because you are too busy spreading hate with your TDS? I’m sure you feel fine ridiculing children of conservatives. You represent everything that is wrong in the education (brainwashing) system.,OFF,TIN,IND
0,51222,Shits about to Hit the Fan. #MAGA URL,OFF,TIN,IND
0,23193,@USER He didnt say that when he raped his daughters friend (16 years old) and not too long after she committed suicide,OFF,TIN,IND
0,46699,@USER @USER @USER @USER @USER @USER Lol you are being mean.,OFF,TIN,IND
0,40451,@USER @USER Unreal!  Liberals have completely lost it and will do anything opposing our President!  Very sad!,NOT,NULL,NULL
0,40154,INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!,OFF,TIN,IND
0,29650,@USER @USER @USER Those aren’t conservatives those are whackos. The religious zealots that isn’t the Republican Party and we denounce them. Do you denounce antifa?,OFF,TIN,GRP
0,59889,@USER Bill you should be silent on gun control and immigrantion.   You had 8 years and did nothing. Don't be a Monday morning quarterback now. To little to late.,OFF,UNT,NULL
0,50099,@USER LOL. What’s failing miserably is this 11th hour ambush by the liberals. Every minute #ChristinaBlaseyFord refuses to commit to appearing she and people like you lose credibility. I love it!! 😂😂 #tcot #p2,OFF,TIN,GRP
0,44383,@USER Democrats haven't done anything but cover up ..so all you think you have a solution .ya don't.....you want gun control.? How about abortion control. Free medical. Free ed. Quit tripping,OFF,TIN,GRP
0,29977,"""@USER @USER Do you have evidence that Trump didn't collude with Russia?   DUuUueerrrrhhh, he said so...MAGA!"""" URL""",OFF,TIN,IND
0,25455,@USER @USER You care about black men dying at the hands of racist cops? You care about the immigrants being kidnapped at the border? You care about the 3k Puerto Ricans that died? I figured you would bring up antifa. That says everything about you.,NOT,NULL,NULL
0,16889,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It's hard to kill a killer. Ya know? @USER @USER Read the book.  URL,NOT,NULL,NULL
0,96404,The ”beautiful people” still don’t get it..Shameful! keep digging @USER 'Dregs of society' support Donald Trump. @USER @USER @USER @USER @USER @USER @USER @USER #MAGA URL via @USER,OFF,TIN,IND
0,62079,@USER @USER is a very lost soul! His father f**ked him up real good!,OFF,TIN,IND
0,80461,#NickFerrari seems to be intentionally misleading his viewers?!  Suggesting paedophiles among whites are the same percentage as #Muslims and that we are only angry at one? No Mr Ferrari .. I think not!  #LBC #LBCRadio #MAGA #MCGA #MEGA #MBGA #Conservatives #Patriots URL,OFF,TIN,GRP
0,54991,@USER @USER Oh you are in England?  Your views on gun control stopped mattering in 1776.,OFF,TIN,IND
0,74577,@USER Exhibit A gor the utter irrationality of the Left. Respect and support for women....I think not!!,OFF,TIN,GRP
0,16707,@USER @USER @USER @USER Mob death threats?  Has Antifa turned on her?  Maxine Waters?,OFF,TIN,OTH
0,40350,@USER @USER @USER She is talking about herself dude...ignored.,OFF,TIN,IND
0,47148,@USER @USER @USER I don’t think he is a sociopath.  I think he knows what he did and he knows he is lying.,NOT,NULL,NULL
0,47995,@USER 🤷🏼‍♀️ that would be silly.,OFF,TIN,OTH
0,67258,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It never gets further that the Caymans But I want to know what gives Boris the right to spunk £45m on a folly of a bridge that wasn’t built Where is the money And what relation to him were the people who were paid it And why are they all now abroad No lnvestigation iniated Why,OFF,TIN,IND
0,85133,@USER He got his chance and blew it,OFF,TIN,IND
0,64319,@USER @USER American Conservatives Don't give one shit about the terrorist group Hamas or what they think and or believe.,NOT,NULL,NULL
0,10332,#meDIAtoo  Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!!  Re: Kavanaugh and ANY OTHER REPUB who will stand up against them!! URL,NOT,NULL,NULL
0,68320,"""@USER @USER You say you're part of the resistance so I'm fairly certain you are pro-gun control. My question to you is...Why would you want a government headed by this so called dictator"""" to enact stricter gun control? I don't think that's an argument that'll get you very far.""""""",OFF,TIN,IND
0,49163,"""@USER @USER @USER @USER @USER @USER Nobody wants to take your guns, we just want gun control of what guns we will allow you to have"""".""""""",OFF,TIN,OTH
0,32824,@USER She makes me sick.  She uses these confirmation hearings and investigations to campaign and for photo ops.  She is a junior Senator that is way out of her league.,OFF,TIN,IND
0,98827,@USER @USER @USER No he was not! He scary as hell thats what he is!,NOT,NULL,NULL
0,15922,@USER @USER needs serious psychiatric help. This guy is an anger management bi polar psych 101 case study. URL,OFF,TIN,IND
0,85655,@ everyone who said jihoons new hair cut is ugly: you are wrong,OFF,TIN,IND
0,39021,@USER Oh my Carmen. He is SO FRICKING CUTE,OFF,TIN,IND
0,65780,@USER Good ..  she is the one that seems sexist,OFF,TIN,IND
0,66995,@USER You are being unkind to the pin!!!,OFF,TIN,OTH
0,48281,@USER You do realize how ridiculously radical all these tweets sound right. Who are you trying to mobilize antifa?,OFF,TIN,IND
0,15991,@USER All that money hadn't made u smarter.,OFF,TIN,IND
0,47549,@USER The truth for the gun control/anti-2A URL,OFF,TIN,IND
0,38942,"""@USER Lol, read the title and you already know whats coming... ...who support common sense solutions to reducing gun violence,"""" How is gun violence different from other violence? What is a non-automatic firearm? What is common sense gun control? Is it like Chicago, NY,.. London?..""""""",OFF,TIN,GRP
0,36907,@USER @USER @USER Please take John Harwood's pen away.  He is incapable of unbiased reporting.,OFF,TIN,IND
0,41061,@USER @USER Tbere aren't hardly any Conservatives left in California. Perhaps the threats are just unintelligible robo calls by Antifa comrades jacked up on Starbucks and Lucky Charms.,OFF,TIN,GRP
0,31668,@USER @USER Pope Char compares Pope Francis to the false prophet. Bingo! URL,OFF,TIN,IND
0,89600,@USER @USER @USER @USER @USER @USER @USER Exactly Hat @USER  are true Feckers ! I detest them,OFF,TIN,GRP
0,64513,@USER Deplorable hillbilly who is the dreg of society and I'm DAMN PROUD OF IT!! #DeplorableDreg #TrumpsArmy #TeamTrump #WWG1WGA #MAGA #KAG🇺🇸🚂,NOT,NULL,NULL
0,32717,"""@USER If only he were the craziest MF out there. Sadly, he is NOT. There are far worse examples of good Christians.""""""""""",OFF,TIN,IND
0,89889,All Trump's and Pense 2020 merch is being made is China and not the USA.    ...maga ??   #VoteThemOut2018  #TrumpsArmy URL,OFF,TIN,IND
0,82230,@USER You are a disgrace go home you are not the President anymore. You are breaking tradition of the former President stepping aside. This is no longer Obama’s country this country belongs to We The People not your sheeple #MAGA @USER,OFF,TIN,IND
0,65955,@USER ...while wearing his t shirt promoting gun control...,NOT,NULL,NULL
0,27150,...this obvious hit job on kavannah is not going to work...and the liberals continue to reveal themselves as demonic figures... URL,OFF,TIN,GRP
0,29157,@USER @USER I dont know... Antifa is pretty dumb.,OFF,TIN,IND
0,16502,#MOGG: #JacobReesMogg calls for @USER to #ChuckChequers now.   'Chequers pleases nobody other than the #PrimeMinister herself.'  URL #BBC #SKY #LBC @USER @USER @USER @USER @USER @USER @USER @USER #Tory #Tories,OFF,TIN,IND
0,16097,@USER @USER We should meet her face to face! She won't be speaking like that much longer. She is a horrid person! Somebody will teach her that you reap what you sow. She will find out the hard way. She is just UGLY inside!!! FUBAR!,OFF,TIN,IND
0,96276,@USER The fact that we believe that these are the only two conservatives with a shred of decency is deeply disturbing. Even more disturbing is that I don’t believe either of them do either. Still doesn’t hurt to try.,NOT,NULL,NULL
0,56430,@USER You are becoming the court jester of the senate,OFF,TIN,GRP
0,98521,@USER Reason is he is in a small market on a mediocre team.,OFF,TIN,GRP
0,13692,@USER Holy shit of all people to say that a Nebraska fan. Please take your dead program somewhere else and keep your VCR around to watch highlights from the 90s.,OFF,TIN,OTH
0,59699,@USER He should have tried that on obama after he gpsent millions to Iran which has been traced to terrorists! Unbelievable,NOT,NULL,NULL
0,64674,"""@USER @USER @USER I suppose if the anti-Trumps had accepted their loss with grace, did some soul searching and worked to draw voters, then the animosity wouldn't exist. Instead, pussy hats, Antifa, Trump supporters=Nazis, the resistance,"""" impeachement...we acknowledge your animus and return it.""""""",NOT,NULL,NULL
0,20156,@USER And what about @USER s accuser? Or @USER s accuserS? Or do you only believe those that accuse conservatives? Just another elitist Hollywood #hypocrite,NOT,NULL,NULL
0,89980,@USER He is totally bluffing...,OFF,TIN,IND
0,53357,@USER @USER Idk what to think about her...but with her eyes like they r...she is naturally bugging out all the time...which is untrustworthy,OFF,UNT,NULL
0,64868,#RSSReachesOut  This one step by the RSS can show the sense of nationalism it has when other UrbanNaxals are colluding with each other only to tear India apart. @USER @USER @USER @USER are working so hard for the downfall of India. Shame on liberals,OFF,TIN,IND
0,41368,@USER Shocking.  Consider most of the country wants smart gun control. Not the Wild Wild West like you espouse.,OFF,TIN,OTH
0,34690,@USER You voted to trigger Article 50. You are complicit.,OFF,TIN,IND
0,95077,@USER @USER Dear Fatties Against Fascism... #WalkAway from the Democrats.... Antifa = Democrats = Dixiecrats = KKK  There are no fascists in America.  Same hate. Different colored hoods. Party of hate since 1828 URL,OFF,TIN,GRP
0,52863,@USER Come on Texas I know your not ready to hand over your guns to liberals!,OFF,TIN,IND
0,75946,@USER Chicago already has the toughest gun control laws in the country. Democrats want to disarm law abiding citizens but criminals will always have guns.,OFF,TIN,GRP
0,50874,@USER Crazy freaking liberals,OFF,TIN,GRP
0,44298,"... a bunch of self-aggrandizing liberals in fancy dresses mocking Trump.” Except for the fancy dresses, sounds a lot like the Dems who are trying to lynch Kavanaugh... #politics #MeTooWitchhunt URL",OFF,TIN,GRP
0,82873,@USER @USER @USER @USER @USER  Aaron finding the sending if a locomotive funny. He is aware it symbolises the trains jews were sent to their deaths on.,OFF,TIN,GRP
0,40807,@USER @USER @USER @USER Like no one has ever crossed the floor to the liberals. #Hypocrite,NOT,NULL,NULL
0,44861,@USER re Ford when she was 15 where were her parents. Are liberals/corrupt politicians All going collude with people to come up with stories from Years ago that can't be proved.  And to the Senator from Hawaii she's the reason women have a hard time. Life ain't easy.,OFF,TIN,GRP
0,36961,"""@USER @USER @USER Nice. That is so true. No life trump haters. Funny thing is trump done everything good for Americans and America yet these anti Americans put trump down! Amazing that people act like Trumps the bad guy! EVIL is the liberal  democrats &amp; the band of haters.. Antifa"""" """"blue wave""""""""""",OFF,TIN,OTH
0,42837,@USER @USER @USER @USER @USER The only difference is how many parasites it has feeding off it you mean?,OFF,UNT,NULL
0,68016,"""@USER @USER Just because he is the elected president """", doesnt mean he has earned it. When he start serving the people of his country, then by all means.....it shall be well desrerved. When you serve thos who you have hiding in your pocket, give me a break. You can keep YOUR commander.""""""",OFF,TIN,IND
0,78055,@USER @USER @USER Exactly. I haven’t watched in two years and I refuse to. As a former @USER fan I think Jerry Jones is a disgrace to the people who have helped make him as rich as he is.,OFF,TIN,IND
0,12587,@USER CA has always been blue and so have I. You don't seem to be doing very much except helping yourself. Like my neighbors you are a champagne socialist.,OFF,TIN,IND
0,21807,@USER It’s exactly why I tweet!! Well that and making fun of liberals and their insanity!! 🙏🇺🇸❤️✝️❤️🇺🇸🙏 GOD help!!! 🙏❤️✝️✝️❤️🙏,OFF,TIN,OTH
0,96009,@USER @USER MEGUMI IM SORRY I ASKED TO SEE YOUR TITS,OFF,TIN,IND
0,40855,@USER @USER @USER Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅),NOT,NULL,NULL
0,50468,@USER She is seeing the world through her eyes u have to wonder what kind of life she has lead to be so hateful I feel sorry for her. if we want to show our worth we should be compassionate not start a witch hunt when you do that you are part of the problem not the solution,NOT,NULL,NULL
0,59639,@USER @USER Hope you're right about that last part. But I've learned it's pointless to underestimate the stupidity of TX conservatives.,OFF,TIN,GRP
0,56898,@USER @USER Did Chuck think Juanita Broderick credible-Keith Ellison’s girlfriend domestic abuse credible? The truth is Chuck is a sh*t stirrer for a cause. In this case- ruin a mans impeccable career-embarrass his wife &amp; daughters-all in a sleazy days work. Y?Liberals destroy what dont like,NOT,NULL,NULL
0,21467,@USER @USER @USER You claim you read the academic piece I linked to. It spells that out pretty clear.  Do you wonder why this genre of race writing is so popular with upper/upper-middle class white liberals?,NOT,NULL,NULL
0,33194,@USER Trump will never be a free range chicken again  He is a danger to the world while under constant surveillance and scrutiny   Imagine him gallivanting around the world with the little scraps of actual intel he does know completely unfettered  Just don't see it happening,OFF,TIN,IND
0,46191,@USER @USER How does that make him the best in the country though? There was nothing special about the throw. How does that make me butt hurt ?,OFF,TIN,GRP
0,76635,@USER FAKE NEWS,NOT,NULL,NULL
0,65440,@USER @USER Does nicki even know who she is??? Dreamdoll a whole bully,OFF,TIN,IND
0,10039,@USER Childish and unprofessional.,OFF,TIN,IND
0,32623,@USER Politicians are finally getting it through their heads that the NRA doesn't represent a majority of gun owners. Most responsible gun owners SUPPORT gun control. You are pushing policies that most American gun owners find reprehensible.,NOT,NULL,NULL
0,51246,@USER @USER @USER Please point out what isn’t true. Do the SHITlibs not love austerity and slashing public funding? Do they not love privatization? Are their social policies anything more than empty gestures? Has anyone in this thread referred to Drug Fraud as far right? No? So all true! 😃,NOT,NULL,NULL
0,12796,@USER @USER   Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27. @USER  come play with Grop,OFF,TIN,IND
0,82489,@USER they’re abso shite quality tho,OFF,TIN,GRP
0,72732,@USER Lol I'm sure Paul manipulated people last season and we called them followers cuz they saw the threat and didn't do anything..Kind of what Kaycee &amp; Angeela are doing this season..They both wanna take Tyler all the way knowing how much of a final 2 threat he is..That's following,NOT,NULL,NULL
0,56604,@USER @USER @USER Because some people are bastards. You're hopelessly naïve if you think plenty of frauds won't take advantage of this law change for malign purposes.,OFF,TIN,IND
0,73548,@USER @USER @USER @USER Wrong...We are sending another giant F....you to Liberals...😉,OFF,TIN,OTH
0,46954,@USER He is a big nerd it seems..,OFF,TIN,IND
0,63941,@USER Another INSANE O.. appointees.. AMOUNTING TO NUT N.. JWB.. the next ONE    Could be real famous.. former..first BLACK president.. OR former first BLACK lady... JUST SAYN IT...and FREEDOM OF SPEECH... r my Am O!!,OFF,TIN,IND
0,44879,@USER Go away you are irrelevant,OFF,TIN,IND
0,28371,@USER @USER @USER Have you ever seen ANTIFA burning college campuses and trashing them any time a conservative comes to speak ? Educate yourself please !,OFF,TIN,GRP
0,35786,@USER Yeah I'll not take my gun control policy advice from a Jean's company. Beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part,OFF,TIN,GRP
0,97291,"""@USER @USER @USER @USER @USER @USER Anyone concerned with mass gun killings"""" should reject """"gun control"""" outright as unconstitutional. Especially since during the first 80 years of the Twentieth Century alone, “governments” killed some 170 million people. Facilitated by """"gun control”.""""""",OFF,TIN,OTH
0,35109,@USER @USER @USER I'm sure she's worried. Give me a break. Dana is doing a job. You know where u make a living and pay for your own Healthcare etc. You dirt bags that don't even shower crying about gun control should try it.,OFF,TIN,IND
0,22304,"""@USER Al Franken had a photo of him assaulting a woman and liberals called it mock groping"""". The woman accusing Kavanaugh already changed her story from four guys to two at the alleged incident and won't even testify.""""""",NOT,NULL,NULL
0,81765,@USER OMG another bigot showing he is basically gutless - sounds much like Donald 😂,OFF,TIN,IND
0,10256,Agreed great idea!  Wish we could also remove her from existence!  #MAGA #PatriotsUnited #ProLife #ProIsrael #WeAreQ. URL,OFF,TIN,IND
0,62557,"""@USER @USER @USER @USER @USER At least we have brains to fall out"""" in the first place; unlike conservatives who believe everything their handlers feed them.""""""",OFF,TIN,GRP
0,32201,@USER He schools read a ammo box warning label...,OFF,TIN,OTH
0,65485,@USER @USER @USER He. Is. A. Sociopath.,OFF,TIN,IND
0,79078,@USER lol... a liberal trying to make other liberals sick what a maroon,NOT,NULL,NULL
0,22147,@USER @USER @USER @USER Yeah! Let's get some gun control in this piece so white male Americans can stop shooting places up. PROTECT ALL AMERICANS,NOT,NULL,NULL
0,10142,@USER He should not have a job after this. But I guess he is the “lap” dog of some bigwig in broadcasting.,OFF,TIN,IND
0,63418,@USER Hi has me energized.  @USER  He is such an idiot!  I can’t believe he “surfaced” again.,NOT,NULL,NULL
0,20028,"""@USER This is not the will of the people, since you did not ever mention your intention during your campaign except the vague reduce the size of government"""" which we al interpreted as provincial government. You can bet your ass we are not going to forget this""""""",NOT,NULL,NULL
0,29152,@USER Vote no on Kavanaugh. He has committed perjury. He has dodgy financials. He thinks the President is above the law. He thinks contraceptives are abortion inducing drugs. He is too extreme for the SC.,OFF,TIN,IND
0,33516,"""@USER Best part is if you read the exchange he had in that thread, a year later this dude comes back on his same blm and Antifa caused nazis"""" bullshit lmao.   And by """"best"""" i mean saddest.""""""",NOT,NULL,NULL
0,59998,"""@USER You can probably imagine all the SJW snowflakes that don't feel safe"""" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the 21st century.""""""",OFF,TIN,IND
0,25469,@USER She’s one of those ‘kooky’ liberals.,OFF,TIN,IND
0,69725,@USER I can tell you suck but sure,OFF,TIN,IND
0,21985,"""@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That and racist!"""" Imagine if it was a black woman that accused him of the same. I should probably keep that to myself because i can see some Dems seeing this somehow and thinking """"how can we make this even worse on Kavenaugh? Got it!""""""""""",NOT,NULL,NULL
0,75339,@USER Hi sexy,OFF,TIN,IND
0,34711,@USER @USER When one of those sides is white supremacists then it shouldn't be hard to say that one of those sides is the wrong side. Now stop trying to equate antifa with white supremacists. It just makes you look more like a white supremacist.,OFF,TIN,GRP
0,21379,@USER @USER @USER Please call trump out for what he is...a NARCISSISTIC SOCIOPATH!,OFF,TIN,IND
0,32217,@USER Democrats and liberals have dragged this out far too long. The American people are tired of it. Confirm the guy and move on. How convenient that this guy is about to be confirmed as a US Supreme Court Justice and someone accuses him of sexual assault from high school. #Ridiculous,NOT,NULL,NULL
0,92488,@USER 🤦🏾‍♀️ she’s dead ass serious too. Smdh,NOT,NULL,NULL
0,58699,@USER If someone is being too nice to you at happy hour and asking probing questions about what you do at Pub Citizen....make sure to troll them and say you're with Antifa or something.,OFF,UNT,NULL
0,68916,@USER I love it that the wet liberals are so frightened by the US. And yet are so keen to deal with the non-democracy that is Europe.,OFF,TIN,GRP
0,47242,@USER F the DemocRATS.  SLIMY BASTARDS.,OFF,TIN,OTH
0,86725,@USER @USER @USER Don't know who he is and don't really care.... Some rich dude that probably hates our President and our country...,OFF,TIN,IND
0,78807,@USER @USER @USER @USER time for MAGA to flip it! 🤗,OFF,TIN,IND
0,37940,@USER Hate to break it to Mr Billionaire NFL owner but he’s wrong. The optics of this protest are terrible for the NFL and jeopardizes their long-term viability.,NOT,NULL,NULL
0,44840,@USER Clearly that man must have been blind.  But thanks for being not only a beautiful woman on the outside but being a kick ass one on the inside as well.  I know there are many woman applauding your post along with me.,NOT,NULL,NULL
0,96896,@USER Another person that should be blocked is @ CamilleKruger42. This person isn't vulgar but has some sort of agenda where he\she is copy &amp; pasting every one of Ed's tweets &amp; passing them off as their own. EVERY SINGLE TWEET. It's sick &amp; creepy.,NOT,NULL,NULL
0,57174,@USER I loved her since victorious. She was my first girl crush but when I first heard The Way I became a hardcore stan.,OFF,TIN,IND
0,29523,@USER @USER @USER How about your outrage over this?  Do something so you can be credible instead of being perceived as demagogues partisans #MAGA URL,OFF,TIN,IND
0,98220,@USER Feel sorry for the voters no good choice 🐷,OFF,TIN,GRP
0,64040,"""@USER Bible says thou shalt not kill"""" just curious where u stand on gun control if u want to be talk about baby killers.  Theres no distinction in the bible about who or what gets killed.""""""",NOT,NULL,NULL
0,21970,"""Judicial Watch Sues for Records of FBI 302 Interviews with Demoted Justice Department Official Bruce Ohr""""  URL #TCOT #MAGA #RedNationRising""""""",OFF,TIN,OTH
0,21220,#ReleaseTheCures #DeclassifyFISA 🇺🇸 #ItsTime #LockThemAllUp #WWG1WGA 🇺🇸 #GreatAwakening @USER #Winning #QAnon #MAGA Why James Comey knows he's going to be indicted — 9/14/18 - YouTube URL,OFF,TIN,IND
0,89366,@USER Demon-craps just can't get over the fact that they are not in charge....They're delusional to think something that will effect the country in such a profound way will just be bargained away....American's have Dreams that come first over Illegals.,OFF,TIN,OTH
0,10653,@USER Figures. He is a douche and would do this.,OFF,TIN,IND
