0,id,tweet,subtask_a,subtask_b,subtask_c
0,42537,Mueller proves the judicial system is weaponized.  Democrat special councils only charge Republicans.  So if we play the game then Republican special councils should charge Democrats.  Right!   Balls in your court Republicans.   MAGA URL,OFF,TIN,GRP
0,66328,@USER @USER This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. That simple fact of life breaks their brains.,NOT,NULL,NULL
0,93111,@USER There is a full-blown coup d'etat going on between the Deep State and the Liberals for everything they can do to try and get Trump out of power and it's absolutely ridiculous and should be against the law,NOT,NULL,NULL
0,35786,@USER Yeah I'll not take my gun control policy advice from a Jean's company. Beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part,OFF,TIN,GRP
0,81553,"""@USER Gun control measures?  As in Fast and Furious"""", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?""""""",OFF,TIN,GRP
0,45422,@USER What they fail to realize is that if even 10% of Trump supporters decide to use force to protest like the lunatic left does now it will be like White Sleeves and Antifa soy boy. They really do not want to keep up this level of rhetoric.,OFF,TIN,OTH
0,40489,@USER Nah Antifa are good to get killed,OFF,TIN,GRP
0,31491,@USER God dang! Didn't she break campaign finance laws? Why isn't she in jail?? Didn't she promise to move out of the US??? Why won't she just Go Away??!!,OFF,TIN,IND
0,21536,@USER TICK TOCK SWAMP !! YOUR GOING TO JAIL VERY SOON !! #MAGA,OFF,TIN,IND
0,75385,@USER MAGA= Mushrooms are growing again,OFF,TIN,IND
0,12198,@USER Right.!!!! I don't know what the hell he is saying half the time. I would get thrown off the show the first episode.!!!!😟😕,NOT,NULL,NULL
0,32196,@USER Animal is the operative word !,OFF,UNT,NULL
0,31757,.⁦@USER is pledging more than $1 million to support nonprofits and youth activists working to end gun violence. They’re also partnering with Michael Bloomberg to help create a coalition of business leaders who support gun control measures.  URL,OFF,TIN,IND
0,25270,#RedWave a coming!! That's ok tho. No conservative will harm you b/c of your political ideals.  Cant say the same for liberals tho. Liberals can be vile and nasty to opposing views. URL,OFF,TIN,GRP
0,53051,@USER Once again if you look at the timeline the only ones who are so proud of her is liberal or white liberals. Like I tell my Hispanic community when you see liberals offended for minorities becareful these people are not your friend.,NOT,NULL,NULL
0,74666,@USER Let’s not forget the treatment of Sarah Palin by these same California liberals. And now they say Kavanaugh ‘s accuser is being bullied?,NOT,NULL,NULL
0,84102,4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for the Conservatives. Coincidence!???!???,OFF,TIN,GRP
0,95527,@USER Legit just LOL'd... Shit is funny asf,OFF,UNT,NULL
0,29510,@USER Look in the mirror lefties!  No bigger bullies than antifa and progressive leftist trying to “get in the faces” of the right,OFF,TIN,GRP
0,74437,@USER Notice how much he keeps looking around? He is looking for a little girl to touch. He is a disgrace to our country. #MAGA,NOT,NULL,NULL
0,83407,@USER @USER @USER   Do not CANCEL the vote on Kavanaugh. Do not fall prey to the lying filthy liberals.  Tell Flake to shut up.  America is sick of this BS from the left!,OFF,TIN,GRP
0,79598,"""#LibDemConf shows me that @USER are absolutely void of constructive ideas for the myriad problems the UK faces, and begging @USER and @USER moderates"""" isn't the answer. Thatcher was right, the parrot is dead.""""""",OFF,TIN,IND
0,18807,@USER Also Puerto Rico is a island add in the middle of the Atlantic and people have nowhere to go. If a big enough hurricane comes through there everyone could die.,NOT,NULL,NULL
0,68826,@USER Her family consist of : -Cheating husband who never loved her -two bonus boys who made it clear she is not their mom and never will be - in laws who show more affection to stray cats than Wewe. - paid employees who laugh at her while cashing her checks. URL,OFF,TIN,IND
0,50949,@USER @USER @USER @USER The educational system is controlled by liberals and works to enslave the minds of our children. The chains of mental enslavement must be removed in order to save the future of our great nation 🇺🇸,OFF,UNT,NULL
0,93663,@USER Guess the robber didn't know about all of NYC's gun control laws,OFF,TIN,IND
0,33944,@USER Terrible man wouldn’t you say liberals. Just terrible.,NOT,NULL,NULL
0,79254,"""@USER I do like your tweets!, But maybe you should be more focused on consolidating them and sending fewer out, I miss many of them and you leave yourself open to the New Liberal Fascist Movement Antifa?""""""""""",NOT,NULL,NULL
0,28698,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't understand your logic. Anyways this is going nowhere. This to me is not acceptable. Maybe you are ok with it.  URL,OFF,TIN,IND
0,87686,Who does your hair? Only asking as my pussy is getting bald and I am thinking of trying some new comb-over to hide the worst of it.  #oldageproblems #MAGA URL,OFF,TIN,OTH
0,61361,@USER I think it’s ok to say “I disagree with Bernie on some military spending and find his record on gun control troubling” but still support him.,NOT,NULL,NULL
0,32534,@USER @USER He is such a con apparently finds are running low😏,OFF,TIN,IND
0,61183,@USER Students have voices Melania? Then why does your husband want to shut up students like @USER when he’s trying to help our Country with gun control!,NOT,NULL,NULL
0,49858,@USER 2 ways for President Trump to lose in 2020. Gun control and an immigration bill with no wall.,OFF,TIN,IND
0,61599,@USER @USER She is a lying leftist!,OFF,TIN,IND
0,43188,@USER @USER @USER That's why what she did was an ANTIFA style attack. Abusive method meant to bully opposition into silence for control,OFF,UNT,NULL
0,43150,@USER He too is afraid his backstabbing deeds will be discovered and made public undermining the entire farce of the Obama administration,OFF,TIN,IND
0,75215,@USER @USER She is useless.  Attempts to do the right thing but never follows through.,OFF,TIN,IND
0,54449,@USER @USER Why are you wasting time replying on twitter (trolling) on behalf of people making under that amount?  Seems like someone is just a propaganda pusher...or likes gloating to other #MAGA's that they got screwed by Trump. URL,OFF,TIN,IND
0,56181,@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!,OFF,TIN,GRP
0,63235,#HanoiJane Fonda Campaigns for Gun Control Measure; Will it Backfire? -   Liberty Park Press URL,OFF,TIN,OTH
0,56974,"""@USER 🏴‍☠️ This Deplorable"""" from the """"Dregs of Society"""" says #PUBLIC_EXECUTIONS WILL MAKE CRIMINALS THINK HARDER ABOUT BEING POLITICIANS‼️ #MAGA #WWG1WGA #QAnon #DrainTheSwamp #DrainTheDeepState""""""",OFF,TIN,GRP
0,83491,AntiFa fascists and Socialists are one and the same......time to respond ! URL,OFF,TIN,OTH
0,13316,"""@USER @USER Communists: Liberals get the bullet, too.""""  Me: """"Wow f*ck you!""""  Communists: """"You are excluding instead of unifying.""""""""""",OFF,TIN,GRP
0,81184,@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!,OFF,TIN,OTH
0,99645,@USER @USER @USER @USER @USER The stats from that are skewed. They considered “school shootings” a wide range that most didn’t even include a school. Just another fake stat to push gun control.,NOT,NULL,NULL
0,43312,@USER @USER I wouldn’t trust Chuck Schumer ever. He’s a liar and the president doesn’t trust him either.,OFF,TIN,IND
0,67248,@USER @USER yes he is,OFF,UNT,NULL
0,88262,@USER He didn't just lose his talent. He battled demons &amp; played on an embarrassment of a franchise. He is now in an ideal situation. I believe he is still an elite WR but I guess only time will tell.,NOT,NULL,NULL
0,84668,@USER Why did Feinstein give grieving Parkland gun control nut parent Guttenburg a full pass to get to Kavanaugh? It threw the Body Guard into full protection mode. Guttenburg hates Trump and Kavanaugh and threatened on his site and blames them for his daughters death.,NOT,NULL,NULL
0,95678,@USER Bono... who cares. Soon people will understand that they gain nothing from following a phony celebrity. Become a Leader of your people instead or help and support your fellow countrymen.,NOT,NULL,NULL
0,31129,@USER @USER @USER @USER Pittsburgh sucks kek,NOT,NULL,NULL
0,24944,#TheresaMay videos in an effing scarf causing vomiting to anyone with a brain ..  Is likely because all the #whiteprivilege people she's made #homeless been replaced with #Muslims who will vote #Corbyn  #MAGA #MBGA #MCGA #MEGA #Conservatives #Patriots,NOT,NULL,NULL
0,14424,@USER #Conservatives #Republicans are #TRAITORS to #America,OFF,TIN,GRP
0,52155,"""@USER @USER @USER @USER @USER Also.  These antifa"""" and from hence shall be referred to as anqueefa by mesel.  They pretty much all live with Mommy.  In the basement which is why they wear masks.  Then mommy can't ground em""""""",NOT,NULL,NULL
0,67235,@USER @USER California is a state. In the USA. How stupid do you have to be to think there is gun control?,NOT,NULL,NULL
0,52878,@USER @USER WTH Dude!!! Seriously..... you are going to CRITIQUE THIS?!?  Take your sorry liberal self to an Antifa protest,OFF,TIN,IND
0,47224,@USER @USER @USER @USER Police reform yes. We should try that. Gun control? We’ve tried that over and over again. It doesn’t work. But maybe it’s like socialism or communism. We just haven’t done it right yet. /Sarcasm,OFF,UNT,NULL
0,98740,@USER Has any ex Obama administration personal not yet?  See a pattern here folks!  Their actually doing this publicly. The msm is their partner in this treason.  It’s a attempted coup d'etat!!!,OFF,UNT,NULL
0,93553,@USER You are. But you are also sick and that alerts my doctor side.,NOT,NULL,NULL
0,86236,@USER @USER 'Unintentionally' u fukin pedo.,OFF,UNT,NULL
0,39320,@USER Liberals that think the world owes them a living.,OFF,TIN,OTH
0,61533,@USER ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him,OFF,TIN,GRP
0,86477,@USER @USER @USER @USER @USER @USER @USER @USER @USER It does work. If you want to control a population.  Australian gun control had no effect on homicides.,OFF,TIN,OTH
0,20770,@USER @USER Queen Of Rap 😛 Other Bitches can knot relate,OFF,TIN,IND
0,18952,@USER Ulster unionists care nothing for conservatives whom reciprocate in kind. A Terrible partnership where true leadership and negotiation was needed. Irish border if hardened will result in lives being lost ... once more.,NOT,NULL,NULL
0,47804,@USER But not as despicable as her own.,OFF,TIN,IND
0,21970,"""Judicial Watch Sues for Records of FBI 302 Interviews with Demoted Justice Department Official Bruce Ohr""""  URL #TCOT #MAGA #RedNationRising""""""",OFF,TIN,OTH
0,62169,@USER Oppression... We need to start a movement.   Could be worse they could be Antifa dogs :),OFF,TIN,GRP
0,16803,@USER @USER @USER @USER Ron DeSantis' cheesy ass MAGA commercials were cringeworthy.,NOT,NULL,NULL
0,38827,@USER A Democrat tried to stab a Republican congressman-a Democrat shot congressman Scalise and tried to kill everybody around him-Democrats are beating up Republicans and denying them the right to speak-we know who the Democrats are and they are not Americans,OFF,TIN,IND
0,24354,@USER He and Obama must be copying each other does any democrat have their own thought PLEASE !!!,OFF,TIN,GRP
0,57652,@USER GUN CONTROL WILL NOT STOP GUN VIOLENCE  !!!,OFF,TIN,IND
0,59041,@USER @USER I'll defend him. I think the CA professor is a lying liberals pile of horse dung. There.,NOT,NULL,NULL
0,36883,@USER Don't you have to weigh under 200 lbs to be considered a 'porn star'?,OFF,TIN,IND
0,48236,@USER @USER @USER No I don’t know that nor do you....in fact a claim like that is bullshit. Imagine if we had never enacted clean air regulations years ago in the U.S....but wait! YOU DON’T HAVE TO IMAGINE...just look at the air quality in China!! That’s what pisses me off about you conservatives,OFF,TIN,GRP
0,56813,@USER @USER No Kim you are a failure and your whole life has been,OFF,TIN,IND
0,97783,@USER @USER achichincle lamebotas!,OFF,TIN,IND
0,33043,@USER What’s next... -Mr. Hooper is retconned as a pedophile -Grover becomes trans -Barkley is neutered -Big Bird is put on meds to stop seeing Snuffy -Oscar shoots heroin -Elmo now member of the church of satan -Telly joins ANTIFA -Zoe has abortion -Kermit labeled hate symbol by SPLC URL,NOT,NULL,NULL
0,53564,@USER Anarchist Nefarious Treason Invading Free America = ANTIFA.,OFF,TIN,GRP
0,63524,"""@USER @USER @USER @USER @USER @USER @USER This women is a vile example of the far left lunacy. She is using the Alinsky, Rules for Radicals Handbook."""" No matter what u have to do, (lie,steal,use violence etc. )u must destroy the conservatives. They lack character &amp; have no moral code.""""""",OFF,TIN,GRP
0,98659,@USER Creepy,OFF,UNT,NULL
0,44861,@USER re Ford when she was 15 where were her parents. Are liberals/corrupt politicians All going collude with people to come up with stories from Years ago that can't be proved.  And to the Senator from Hawaii she's the reason women have a hard time. Life ain't easy.,OFF,TIN,GRP
0,91156,@USER He needs to be placed naked in the stocks in Stockholm while the Swedish people Sik heil his backside.,OFF,TIN,IND
0,29695,#prouduncle 😍 she is the finest cheerleader of them all💙 te amo stinky butt💝 URL,OFF,TIN,IND
0,51900,@USER Shame she is noting but professionalism she has one and day and everyone wants to judge,NOT,NULL,NULL
0,19514,Shouldn't pussy grabbing @USER be the one wearing the gloves while handling food? #MAGA URL,OFF,TIN,IND
0,78650,@USER Funny that even the woman that brought Roe vs. Wade to the #SCOTUS regretted it later. It was one thing to have a medical emergency that required an abortion (though rare) &amp; another to have liberals celebrating killing their unborn children &amp; pretending it's health care.,OFF,TIN,GRP
0,25373,@USER He is about as useless as a tit on a hog just saying 😎,OFF,UNT,NULL
0,88326,@USER @USER she is getting death threats....can you go and be a shield for her so you don’t have to wait?,OFF,TIN,IND
0,21614,@USER @USER No people died because officials robbed n didn't do their jobs,OFF,TIN,OTH
0,49939,@USER Not if you are from Wisconsin. And it’s a bubbler. And duck duck goose.,OFF,TIN,IND
0,14726,@USER @USER @USER That's expected if you placate the violent leftists/terrorists. #KavanaughConfirmation #woke,OFF,TIN,GRP
0,55346,@USER @USER He’s a bitter Barn Inbred. URL,OFF,TIN,IND
0,45720,"""@USER If anything, wouldn't that be a State Law?  He's running for Federal Office.  @USER thinks Texans are morons...about this and illegally claiming to be a government office and sending out summons"""" for money. #maga #Texans""""""",OFF,TIN,GRP
0,73571,@USER @USER Trump is maga,OFF,TIN,IND
0,95477,@USER to quit sex?,OFF,UNT,NULL
0,48544,@USER He is right though... you do have a whiff,OFF,TIN,IND
0,98013,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Retweet to the end of time. MAGA Trump2020 and beyond.,OFF,TIN,IND
0,28483,"""@USER My favorite part is where left leaning people say we should believe all accusations at face value when it comes to sexual misconduct but not when it comes to Keith Ellison. Also I'm a Buddhist who's skeptical, thanks for adding to the all conservatives are Christian"""" stereotype.""""""",OFF,TIN,IND
0,25007,@USER @USER @USER Says the fat Antifa member,OFF,TIN,IND
0,50411,@USER HOW COME LIBERALS DONT QUESTION This ?,OFF,UNT,NULL
0,60014,@USER @USER @USER @USER Liberals need better trolls than this aunty. Calling someone a liar on losing is what you resort to when you are in 2nd grade. URL,NOT,NULL,NULL
0,52720,Kanye been cancel the moment he said slavery a choice and rock a maga hat #ImWithSnoop,OFF,UNT,NULL
0,25259,@USER Ouch. She is horrible.,OFF,TIN,IND
0,60631,"""@USER I'm pretty sure most of your #MAGA supporters do not have any new found wealth"""". I assume you're referring to your fellow billionaires that you gave a huge tax break to.""""""",OFF,TIN,GRP
0,62665,@USER @USER @USER This is why Chicago  won’t enforce gun laws on the books or go into these neighborhoods These murders are planned by gun control liberals so as to pass very strict or even confiscation of guns. Black Luves do not matter to these liberals trying to pass their agenda. 2 Admendment,OFF,TIN,GRP
0,65605,@USER So these Parkland students are a joke they were hijacked from Sanity by these gun control freakazoids at the get-go and their parents let them,NOT,NULL,NULL
0,92540,@USER @USER 😂🤣😂🤣😂👍👌 thats a good one. I never knew Antifa were such badasses.😂😂😂😂👍 you need your own comedy special 🤣😂🤣😂,NOT,NULL,NULL
0,42410,@USER @USER Feinstein wanted to delay until after the midterms.  Hopefully the RED wave will wash her into the Atlantic. #MAGA,OFF,TIN,IND
0,22144,@USER @USER Even her brother thinks she is a monster: URL,OFF,UNT,NULL
0,68767,@USER Proud. Shit is fire no matter what weather you’re in. No matter if your house temperature is high or low. Everyone’s just too pussy to get in the water for 1 min. Cuz after that you get used to the temp,OFF,UNT,NULL
0,40807,@USER @USER @USER @USER Like no one has ever crossed the floor to the liberals. #Hypocrite,NOT,NULL,NULL
0,10414,@USER @USER @USER He. Is. A. Sociopath.  They are incapable of feeling empathy. Period.,OFF,TIN,IND
0,27540,@USER @USER What difference does it make if the gun death was a “fight” or “random”! Holding parents accountable could be part of gun control legislation. Write you Congressional representatives and demand it! Until Congress deals w/ gun violence it will continue &amp; ALL Americans are at risk!,OFF,TIN,OTH
0,11950,Just vote for god sake and move on.  It be a non issue in 3 months. Do not allow libtards to veer you into the trap.  Harden the fuck up and let’s go! Seriously  #Kavanagh  #scotus  #maga,OFF,TIN,IND
0,64837,@USER Eric Holder should be in PRISON !!,OFF,TIN,IND
0,49763,"""@USER Dear Paul McFartney-  You had us at Beatles.  You lost us at President Mad Captain.  Burn in hell-  Jon."""" URL""",OFF,TIN,IND
0,18740,@USER @USER From who? People from ANTIFA who r mad at her? We vote libs assault! But SHES LYING so I don’t care!! MAGA KAVA,NOT,NULL,NULL
0,39777,@USER you know Scott does not care about gun control. He has done nothing to help our children fight For gun valance stoppage in America. Vote to help our kids in school. Vote DEM. Trump lied to them with him .,OFF,TIN,IND
0,74908,@USER Carrey is truly mentally ill.  He’s completely disturbed with no concept of reality.,NOT,NULL,NULL
0,51513,@USER @USER Good grief. So this is how we calm antifa people?  Throw chicken nuggets at them?  How ridiculous are they?  I’d think it was funny if it wasn’t rewarding bad behavior.,NOT,NULL,NULL
0,75566,@USER @USER @USER Thanks for the resistance boycott any means nessasary losers they Hollywood MSM Rinos Google Facebook and Twitter China Jack Black haters ANTIFA are ruining our country enough we need a wall,NOT,NULL,NULL
0,64429,@USER I mean it worked for gun control right? URL,OFF,TIN,GRP
0,40470,@USER @USER Except for the little attempted rape thing he is just a wonderful guy,OFF,TIN,IND
0,20919,@USER Could CBC get liberals to tell us the definition of middle class? They don't seem to know.  Also MPs use the term ordinary canadians.  Are these born Canadians?  Special are boarder crossers? I would love an answer.  Liberals are in mute on this point.  Butthead has not told them,NOT,NULL,NULL
0,66938,@USER @USER Hysterical liberals following Don Jr. No facts just liberal mouthpieces.,OFF,TIN,IND
0,26623,@USER @USER @USER So many issues facing Australian voters but the single obsession of Australian Conservatives is bullying transgender children... URL,OFF,TIN,GRP
0,51664,@USER He is toxic even for alligators,OFF,TIN,IND
0,27429,@USER Pussy,OFF,UNT,NULL
0,19435,@USER Damn he fell victim to a little thing called TOS much like the ones on his own site URL URL,OFF,UNT,NULL
0,62905,@USER But they’re still the number one Fake News Network.,OFF,TIN,OTH
0,69972,@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat,OFF,TIN,IND
0,53375,@USER I can't wait for Kavanaugh to throw gun control in the garbage can where it belongs.,OFF,TIN,IND
0,40154,INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!,OFF,TIN,IND
0,42343,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER NS liberals will sell out fishermen in a heartbeat. These N.S. Liberals are probably in line looking for private sector handouts. Big money tied to Kameron Coal. @USER don’t care about Nova Scotians. Look at health and education. Fisheries next?,OFF,TIN,GRP
0,96952,@USER 😭😭😭😭 he is terrible 🆗,OFF,TIN,IND
0,65270,@USER I hope that ENTIRE police department gets shut the f*ck down!Obviously you all feel like you're above the law.Obviously you are incapable of holding your OWN accountable for breaking the law.Obviously you undermine everything a police officer&amp;dept are SUPPOSED to be/do. Shameful!,OFF,TIN,OTH
0,46310,@USER So this is how Antifa finally dies? By commiting suicide? Nice.,OFF,TIN,IND
0,18365,@USER Most men are decent and respectful so how is it that the so-called conservatives have such a knack for finding and elevating sexual predators?,OFF,UNT,NULL
0,15568,🇺🇸  FOR SALE  -  BUY #American #Flag #USA   ▶  Shopping-Sale .org  ◀   #USA_Flag_4U #Shop_8_9 #MAGA #AmericaFirst @USER #Trump #POL_8_27_QX URL,OFF,TIN,IND
0,51341,@USER He a lunatic democrats politicians like antifa George Soros think there money talk but it lunatic dung money dam money they have pay me in gold,OFF,TIN,IND
0,60518,@USER please don’t make the same mistake with #Kavanaugh! He is a perjurer who is also a Trump lackey. #VoteNoOnKavanaugh URL,OFF,TIN,IND
0,51521,@USER I do not need a female packing a weapon for my protection. Not my kind of girl. If you need that much protection You are in the wrong place.,OFF,TIN,IND
0,52028,"""@USER @USER reading when the letter doesn't say that they know Ford. Unlike the Kavanaugh letter where the women say they do him. The left wing"""" liberals aren't threatening this woman's life.""""""",NOT,NULL,NULL
0,97912,@USER Why are you telling them to not do this? I encourage Antifa shits to try this and get dropped. Less of them the better.,OFF,TIN,IND
0,47749,"""@USER Well remember how the cops in San Jose stood down"""" and watched as antifa thugs armed with bats,bottles &amp; pepper spray attacked Trump rally goers?  They were """"just following orders"""".  That's what most soldiers &amp; cops do. Soldiers follow orders &amp; cops protect their paycheck.  SAD.""""""",OFF,TIN,GRP
0,45236,@USER David stop it with your logical connections.... True journalists like you are not in vogue..,OFF,TIN,OTH
0,56303,"""@USER @USER The term negative knowledge"""" strikes me, when knowledge is sucked away and information goes into reverse -- away from the recipient.""""""",OFF,UNT,NULL
0,67852,@USER @USER @USER Okay violent liberal ANTIFA with your KKK hoods beating up strangers you know nothing about!,OFF,TIN,IND
0,87555,"""4./presumably you think liberals,"""" are as trivial as women and their complaining. You wonder why Dr. Ford does not want to surrender herself to such a harrowing experience before you all? @USER @USER @USER @USER @USER @USER @USER""",OFF,TIN,IND
0,29839,@USER Alternative: people died in PR because of a freakin HURRICANE you half wit,OFF,TIN,IND
0,56391,@USER It really is. My abs are lot more defined but I miss lifting heavy ass weight. Thank you girl!,OFF,UNT,NULL
0,50330,@USER Creepy old pedo desperately trying to be relevant. Just an old guy from the old world which Trump has shattered.,OFF,TIN,IND
0,35109,@USER @USER @USER I'm sure she's worried. Give me a break. Dana is doing a job. You know where u make a living and pay for your own Healthcare etc. You dirt bags that don't even shower crying about gun control should try it.,OFF,TIN,IND
0,17581,@USER She is the size of a stadium,OFF,TIN,IND
0,80511,@USER @USER @USER @USER “Spotty gun control” and “no internal borders”is my point. Every gun sale in Cali has to go through a FFL. It’s illegal to buy them out of state. It’s illegal for gang members in Chicago to get guns out of state. As far as a nationwide ban how’s that drug war working out for you?,NOT,NULL,NULL
0,67720,@USER @USER @USER The deception and dirty tricks happened when @USER refused protocol and stole a SCOTUS seat from Obama.  Conservatives love to fight dirty but then cry foul when others call them on it or play hardball right back at them.  Bunch of pussies.  #MerrickGarland  #Resist,OFF,TIN,OTH
0,65820,"""@USER 😂😂😂😂😂 Her rights of threatening to destroy the lives and careers of some teens through her connections"""" when they made a meme on her. In India too, only Leftists, Liberals and Islamists have FOE. Rest all is hate speech.""""""",NOT,NULL,NULL
0,62243,@USER So happy for you and your dad!!! My dad had the same kind of cancer but stage 4. He was diagnosed in 2016 and passed away this passed January. My mom is kicking leukemia’s ass since Nov. of 2015 and she is doing awesome!,NOT,NULL,NULL
0,93224,@USER Wish to suck angel cookie....,NOT,NULL,NULL
0,68181,@USER @USER When tRUmp posts shit like this you know that he is distracting from something else that is going on. #Distractification,OFF,TIN,IND
0,81547,@USER @USER @USER This is what is driving conservatives crazy. A GOP that won't stand against a dirty liberal mob. #WakeUpStandUpSpeakUp,NOT,NULL,NULL
0,51128,@USER @USER @USER @USER @USER @USER @USER is clearly racist and anti senior citizen. How do you allow this? Conservatives will never take you seriously if you don't start being fair.,OFF,TIN,OTH
0,18057,5 slain in Southern California shootings; gunman kills self (from @USER Another mass shooting.   When will we learn that it’s past time to do something about gun control? URL,NOT,NULL,NULL
0,68305,@USER #IWillNotSubmit to Accuser Leftist Liberals DemonRats Plantations Mind Control Agenda! Globalist puppet! #MeToo Movement Hollyweird #SnowFlakes #Pedowood was SCUM! URL,OFF,TIN,IND
0,24555,@USER @USER You are devaluing everyone's opinion on the Independent article whom agrees with me by saying they are disgruntled students or bots. Just because they don't put Dr. In their Twitter name it doesn't mean they haven't done 'deeply important research' as you fondly put it.,OFF,TIN,GRP
0,36568,Thank you for standing for DECENCY.  The liberal left is up to its same OLD tactics.  LIES at 11th hour from LEFTY Liberal haters.  This story stinks from outside in @USER #MAGA #tcot @USER @USER @USER @USER @USER @USER @USER URL,OFF,TIN,OTH
0,23482,@USER @USER here is a guy who was invited to speak at a McCain funeral.  #NeverTrump ers are as sick as #AntiFA  @USER    @USER,NOT,NULL,NULL
0,55485,"""@USER I just said that very same thing. That Christians"""" create a life/death for Dr. Ford or Stormy Daniels who tell their stories, but I don't see (not counting Antifa) that happening from us to them. It's so weird.  Not very Christ-like of them, at the least of it, and so vile, etc""""""",NOT,NULL,NULL
0,88923,@USER tbh it catchy as fuck tho,NOT,NULL,NULL
0,30471,@USER noticed you broke away as soon as the senate started talking about the great 4.2 growth rate and salary increases for employees.  Your station is so crooked!!!!   Also negative on the conservatives and praise the liberals!  #DrainTheDeepState #crookedmedia,OFF,TIN,GRP
0,59332,@USER @USER You don’t believe this is true fact and AC360 commentary on your tweet. Let say he is wrong in reference to Florence. But is he correct on you NOT visiting any  impacted areas. How long you will fool your base fans.  Grow up.,NOT,NULL,NULL
